Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34,13,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366_351_248_30_237_233_235_245_239_240_0_366,13,3_2_3_3_3_3_3_3_3_3_3_3_2_2,3_2_3_3_3_3_3_3_3_3_3_3_4_4_6_N/A_7_7_0_0_6_6_3_4_4_6_N/A_7_7_0_0_6_6_3_4_4_6_N/A_7_7_0_0_6_6_3_4_4_6_N/A_7,1.333045244216919_0.7293954491615295_1.1727350950241089_1.0814061164855957_1.1365604400634766_0.7504041194915771_0.6382405757904053_1.1412478685379028_1.1023178100585938_1.2004420757293701_1.1180506944656372_1.0890259742736816_1.0518735647201538_0.6968801021575928,1.3412539958953857_0.7264621257781982_1.1596250534057617_1.0872514247894287_1.1342129707336426_0.7431039810180664_0.6458961963653564_1.138908863067627_1.100577473640442_1.1903696060180664_1.117913842201233_1.0912524461746216_1.1300078630447388_1.080183982849121_1.1032966375350952_N/A_1.1084383726119995_1.0917633771896362_1.3814200162887573_1.1117722988128662_1.112457036972046_1.151523470878601_1.0756460428237915_1.1300078630447388_1.080183982849121_1.1032966375350952_N/A_1.1084383726119995_1.0917633771896362_1.3814200162887573_1.1117722988128662_1.112457036972046_1.151523470878601_1.0756460428237915_1.1300078630447388_1.080183982849121_1.1032966375350952_N/A_1.1084383726119995_1.0917633771896362_1.3814200162887573_1.1117722988128662_1.112457036972046_1.151523470878601_1.0756460428237915_1.1300078630447388_1.080183982849121_1.1032966375350952_N/A_1.1084383726119995,14.241625130176544,50.93828213214874
156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42,10,3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,3_3_3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,1.135227918624878_0.7446316480636597_0.6450546979904175_1.1403958797454834_1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,1.1350383758544922_0.7467296123504639_0.6437053084373474_1.1410908699035645_1.1013307571411133_1.1942353248596191_1.1187796592712402_1.089247465133667_1.0504063367843628_0.6965683698654175_1.0700007677078247_1.1045749187469482_1.1575120687484741_1.068037509918213_1.1353551149368286_1.131866216659546_0.7171983122825623_1.1439590454101562_1.483569860458374_1.4137299060821533_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812,19.756097435951233,63.15484964847565
176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42,10,3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,0.6450546979904175_1.1403958797454834_1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,0.6437053084373474_1.1410908699035645_1.1013307571411133_1.1942353248596191_1.1187796592712402_1.089247465133667_1.0504063367843628_0.6965683698654175_1.0700007677078247_1.1045749187469482_1.1575120687484741_1.068037509918213_1.1353551149368286_1.131866216659546_0.7171983122825623_1.1439590454101562_1.483569860458374_1.4137299060821533_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812,17.876237869262695,64.06054258346558
176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42,10,3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,0.6450546979904175_1.1403958797454834_1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,0.6437053084373474_1.1410908699035645_1.1013307571411133_1.1942353248596191_1.1187796592712402_1.089247465133667_1.0504063367843628_0.6965683698654175_1.0700007677078247_1.1045749187469482_1.1575120687484741_1.068037509918213_1.1353551149368286_1.131866216659546_0.7171983122825623_1.1439590454101562_1.483569860458374_1.4137299060821533_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812,17.876237869262695,64.06054258346558
189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42,10,3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,1.1013307571411133_1.1942353248596191_1.1187796592712402_1.089247465133667_1.0504063367843628_0.6965683698654175_1.0700007677078247_1.1045749187469482_1.1575120687484741_1.068037509918213_1.1353551149368286_1.131866216659546_0.7171983122825623_1.1439590454101562_1.483569860458374_1.4137299060821533_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812,16.090787291526794,65.06320732831955
324_326_280_397_385_91_85_314_347_83_78_49_364_48_44_51,12,324_326_280_397_385_91_85_314_347_83_76_79_81_117_301_382_275_273_372_306_0_365_361_352_1_127_408_72_409_365_361_352_1_127_408_72_409_365_361_352_1_127_408_72_409_365_361_352_1_127_408,12,6_6_6_6_6_6_6_6_6_4_4_4_4_4_2,6_6_6_6_6_6_6_6_6_2_2_2_2_1_0_1_2_2_2_N/A_1_3_5_5_5_5_1_1_1_3_5_5_5_5_1_1_1_3_5_5_5_5_1_1_1_3_5_5_5_5,0.6706604361534119_1.096531629562378_0.6758295297622681_1.152213454246521_1.1537574529647827_1.0944766998291016_1.0997146368026733_0.6913716197013855_1.1358275413513184_1.401789903640747_1.1129302978515625_1.12716543674469_1.4218330383300781_1.118902564048767_0.6786390542984009,0.6656533479690552_1.097760796546936_0.674709677696228_1.1513593196868896_1.1482775211334229_1.097672462463379_1.0993731021881104_0.6896747350692749_1.132213830947876_1.3957626819610596_0.641739547252655_1.1239346265792847_0.6851553320884705_1.4418892860412598_0.7083114385604858_1.1663047075271606_1.0455548763275146_1.0636894702911377_0.7184271812438965_N/A_1.168381929397583_1.1157898902893066_1.12126624584198_1.1363959312438965_0.6914591789245605_1.0884785652160645_1.4177838563919067_1.1598162651062012_1.1501082181930542_1.1157898902893066_1.12126624584198_1.1363959312438965_0.6914591789245605_1.0884785652160645_1.4177838563919067_1.1598162651062012_1.1501082181930542_1.1157898902893066_1.12126624584198_1.1363959312438965_0.6914591789245605_1.0884785652160645_1.4177838563919067_1.1598162651062012_1.1501082181930542_1.1157898902893066_1.12126624584198_1.1363959312438965_0.6914591789245605_1.0884785652160645,15.631643295288086,51.7125301361084
324_326_280_397_385_91_85_314_347_83_77_75_309_356_35_338_361_353_51,13,324_326_280_397_385_91_85_314_347_83_76_79_81_117_301_382_275_273_372_306_0_365_361_352_1_127_408_72_409_365_361_352_1_127_408_72_409_365_361_352_1_127_408_72_409_365_361_352_1_127_408,13,6_6_6_6_6_6_6_6_6_6_6_4_4_4_3_3_2_2,6_6_6_6_6_6_6_6_6_2_2_2_2_1_0_1_2_2_2_N/A_1_3_5_5_5_5_1_1_1_3_5_5_5_5_1_1_1_3_5_5_5_5_1_1_1_3_5_5_5_5,0.670169472694397_1.0961759090423584_0.6757419109344482_1.151871919631958_1.1538496017456055_1.094473958015442_1.100137710571289_0.6912937760353088_1.1360784769058228_1.3959901332855225_1.1380300521850586_1.1180554628372192_1.1272480487823486_1.063960075378418_1.138932228088379_1.1142734289169312_1.1316519975662231_0.6849117279052734,0.6642596125602722_1.0974507331848145_0.6748554110527039_1.1511470079421997_1.1482305526733398_1.0971333980560303_1.0999191999435425_0.6895785331726074_1.132717251777649_1.3959310054779053_0.6415087580680847_1.1242468357086182_0.6845088601112366_1.4422516822814941_0.7083005309104919_1.1662425994873047_1.045748233795166_1.0670361518859863_0.7163304686546326_N/A_1.1676661968231201_1.1157912015914917_1.1211882829666138_1.1362276077270508_0.6915004253387451_1.0892798900604248_1.417553424835205_1.1598355770111084_1.1496453285217285_1.1157912015914917_1.1211882829666138_1.1362276077270508_0.6915004253387451_1.0892798900604248_1.417553424835205_1.1598355770111084_1.1496453285217285_1.1157912015914917_1.1211882829666138_1.1362276077270508_0.6915004253387451_1.0892798900604248_1.417553424835205_1.1598355770111084_1.1496453285217285_1.1157912015914917_1.1211882829666138_1.1362276077270508_0.6915004253387451_1.0892798900604248,18.682845890522003,51.71211564540863
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46,10,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5,1.0736043453216553_1.1009920835494995_0.6978680491447449_1.1632881164550781_1.0856744050979614_1.135227918624878_0.7446316480636597_0.6450546979904175_1.1403958797454834_1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,1.0740009546279907_1.1014409065246582_0.697636067867279_1.1643285751342773_1.0841792821884155_1.1350387334823608_0.7469534873962402_0.643734335899353_1.1410324573516846_1.1009544134140015_1.194789171218872_1.1182091236114502_1.0892865657806396_1.0509361028671265_0.6966234445571899_1.070026159286499_1.104621410369873_1.1610102653503418_1.0677536725997925_1.134831190109253_1.1314923763275146_0.7170729041099548_1.1440038681030273_1.4838593006134033_1.4151101112365723_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885_1.423030972480774_1.3644678592681885,24.877524435520172,61.28337872028351
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_338_361_353_51,11,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,11,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_4_4_3_3_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,1.074095368385315_1.100909948348999_0.6978333592414856_1.1636806726455688_1.0855746269226074_1.1355352401733398_0.7446073889732361_0.6447384357452393_1.1408288478851318_1.102314829826355_1.1928281784057617_1.117832064628601_1.0903853178024292_1.0497794151306152_0.6965323686599731_1.071252465248108_1.1059660911560059_1.1531696319580078_1.0634944438934326_1.139629602432251_1.114302635192871_1.1315381526947021_0.6856173872947693,1.074095368385315_1.100909948348999_0.6978333592414856_1.1636806726455688_1.0855746269226074_1.1355352401733398_0.7446073889732361_0.6447384357452393_1.1408288478851318_1.102314829826355_1.1928281784057617_1.117832064628601_1.0903853178024292_1.0497794151306152_0.6965323686599731_1.071252465248108_1.1059660911560059_1.0769116878509521_1.101640224456787_1.1403230428695679_1.1262603998184204_1.4190768003463745_1.1209427118301392_0.679165780544281,23.502446472644806,24.879015266895294
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,11,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,11,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,1.074095368385315_1.100909948348999_0.6978333592414856_1.1636806726455688_1.0855746269226074_1.1355352401733398_0.7446073889732361_0.6447384357452393_1.1408288478851318_1.102314829826355_1.1928281784057617_1.117832064628601_1.0903853178024292_1.0497794151306152_0.6965323686599731_1.071252465248108_1.1059660911560059_1.0769116878509521_1.101640224456787_1.1403230428695679_1.1262603998184204_1.4190768003463745_1.1209427118301392_0.679165780544281,1.074095368385315_1.100909948348999_0.6978333592414856_1.1636806726455688_1.0855746269226074_1.1355352401733398_0.7446073889732361_0.6447384357452393_1.1408288478851318_1.102314829826355_1.1928281784057617_1.117832064628601_1.0903853178024292_1.0497794151306152_0.6965323686599731_1.071252465248108_1.1059660911560059_1.0769116878509521_1.101640224456787_1.1403230428695679_1.1262603998184204_1.4190768003463745_1.1209427118301392_0.679165780544281,24.879015266895294,24.879015266895294
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,12,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356,12,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_4_6_0_2_4_6_0_2_4_6_0_2_4_6_0_2_4_6_0_2_4_6_0_2_4_6_0_2_4_6_0_2_4,1.0743733644485474_1.1007663011550903_0.6983658075332642_1.1633554697036743_1.0855907201766968_1.1354029178619385_0.7450859546661377_0.6440728902816772_1.1409932374954224_1.102151870727539_1.192572832107544_1.1178025007247925_1.0901302099227905_1.050159215927124_0.6973627209663391_1.0715303421020508_1.1053509712219238_1.0766886472702026_1.1016600131988525_1.1406117677688599_1.12716543674469_1.4218330383300781_1.118902564048767_0.6786390542984009,1.0742721557617188_1.1020362377166748_0.6976395845413208_1.1689670085906982_1.0814287662506104_1.1376290321350098_0.7482531070709229_0.6399925351142883_1.1425185203552246_1.1023775339126587_1.1978880167007446_1.1169739961624146_1.089192509651184_1.052340030670166_0.6979745626449585_1.0728579759597778_1.106666922569275_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483_1.101210117340088_1.339900255203247_1.088715672492981_1.1542495489120483,24.880567848682404,55.85586279630661
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,10,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_338_362_358_380_377_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42_46_42,10,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_4_4_4_4_2,3_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_4_4_3_1_1_1_1_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,1.3323578834533691_0.7305942177772522_1.1632881164550781_1.0856744050979614_1.135227918624878_0.7446316480636597_0.6450546979904175_1.1403958797454834_1.1024552583694458_1.193000078201294_1.1186180114746094_1.0892107486724854_1.0495219230651855_0.6966602206230164_1.0703283548355103_1.105229377746582_1.0765721797943115_1.102033257484436_1.1403447389602661_1.1264592409133911_1.4215424060821533_1.1191117763519287_0.679699718952179,1.3277844190597534_0.7336469888687134_1.1636385917663574_1.0847301483154297_1.1350383758544922_0.7467296123504639_0.6437053084373474_1.1410908699035645_1.1013307571411133_1.1942353248596191_1.1187796592712402_1.089247465133667_1.0504063367843628_0.6965683698654175_1.0700007677078247_1.1045749187469482_1.1575120687484741_1.068037509918213_1.1353551149368286_1.131866216659546_0.7171983122825623_1.1439590454101562_1.483569860458374_1.4137299060821533_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812_1.371246576309204_1.4162143468856812,24.068012058734894,61.88972795009613
248_31_357_40_49_364_46_43_38_36_247_354_56_10_59_6_66,13,248_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237_232_33_30_237,13,2_2_2_4_4_5_6_6_6_4_4_6_4_4_4_4,0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6_4_2_0_6,1.085262417793274_1.0766123533248901_1.1009422540664673_1.143355369567871_1.122021198272705_1.3588930368423462_1.3986098766326904_1.1451013088226318_1.0993337631225586_1.3994759321212769_0.7163913249969482_1.1000134944915771_1.0675439834594727_1.1190202236175537_1.4049025774002075_1.162961721420288,1.1097687482833862_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219_1.1160393953323364_1.057237148284912_1.1270761489868164_1.11190664768219,18.50044083595276,55.168787479400635
324_326_280_397_385_91_85_314_347_83_78_49_364_46_41_378_381_352_1_127_408_71,13,324_326_280_397_385_91_85_314_347_83_78_49_364_46_41_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380_378_380,13,6_6_6_6_6_6_6_6_6_4_4_4_5_5_5_5_5_5_5_5_5,6_6_6_6_6_6_6_6_6_4_4_4_5_5_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1_5_1,0.663703441619873_1.0972843170166016_0.674424409866333_1.1509020328521729_1.1481869220733643_1.096740961074829_1.0999832153320312_0.6891780495643616_1.1322963237762451_1.4064106941223145_1.1102275848388672_1.1230261325836182_1.362491488456726_1.3573156595230103_1.3734911680221558_1.0924264192581177_1.1066995859146118_1.1338832378387451_0.6913141012191772_1.0913382768630981_1.364515781402588,0.6685008406639099_1.096573829650879_0.6761292815208435_1.1522765159606934_1.151094675064087_1.0963802337646484_1.100630760192871_0.6906712651252747_1.1337761878967285_1.4036815166473389_1.1162607669830322_1.1274160146713257_1.3569167852401733_1.35823392868042_1.3761487007141113_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463_1.402247428894043_1.145979404449463,22.96583980321884,60.9705268740654
367_400_286_235_246_34_33_31_357_40_49_364_46_41_378_381_352_1_127_408_71,13,367_400_286_234_200_208_144_211_202_235_246_34_33_30_237_233_234_200_208_144_211_202_235_246_34_33_30_237_233_234_200_208_144_211_202_235_246_34_33_30_237_233_234_200_208_144_211_202_235_246_34,13,0_1_3_2_2_2_2_2_2_4_4_5_5_5_5_5_5_5_5_5,0_1_6_7_7_1_3_3_3_2_2_2_0_6_6_6_7_7_1_3_3_3_2_2_2_0_6_6_6_7_7_1_3_3_3_2_2_2_0_6_6_6_7_7_1_3_3_3_2_2,1.1116421222686768_1.1068506240844727_1.098985195159912_1.0526748895645142_0.6957840323448181_1.0708112716674805_1.1031663417816162_1.0791751146316528_1.1014493703842163_1.1391314268112183_1.1230261325836182_1.362491488456726_1.3573156595230103_1.3734911680221558_1.0924264192581177_1.1066995859146118_1.1338832378387451_0.6913141012191772_1.0913382768630981_1.364515781402588,1.1218979358673096_1.1011604070663452_1.112878680229187_0.6761047840118408_1.1260769367218018_1.1546353101730347_1.1725255250930786_1.1180506944656372_1.0890259742736816_1.0518735647201538_0.6968801021575928_1.074671983718872_1.1360561847686768_1.1126081943511963_1.155120849609375_1.0817869901657104_0.6761047840118408_1.1260769367218018_1.1546353101730347_1.1725255250930786_1.1180506944656372_1.0890259742736816_1.0518735647201538_0.6968801021575928_1.074671983718872_1.1360561847686768_1.1126081943511963_1.155120849609375_1.0817869901657104_0.6761047840118408_1.1260769367218018_1.1546353101730347_1.1725255250930786_1.1180506944656372_1.0890259742736816_1.0518735647201538_0.6968801021575928_1.074671983718872_1.1360561847686768_1.1126081943511963_1.155120849609375_1.0817869901657104_0.6761047840118408_1.1260769367218018_1.1546353101730347_1.1725255250930786_1.1180506944656372_1.0890259742736816_1.0518735647201538_0.6968801021575928,22.256172239780426,52.35736119747162
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73,13,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73,13,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2,2_2_2_3_3_3_3_3_3_3_3_3_3_2_2_2_2_2_2_2_2_2_2,1.0741984844207764_1.10152006149292_0.6979249119758606_1.1659142971038818_1.0833745002746582_1.1364154815673828_0.7479648590087891_0.6425461769104004_1.142117977142334_1.1004639863967896_1.1959081888198853_1.1176786422729492_1.090475082397461_1.0504964590072632_0.6966447830200195_1.0705935955047607_1.1051888465881348_1.0748999118804932_1.1012376546859741_1.0884984731674194_1.0563664436340332_0.7163017988204956_0.6993208527565002,1.0741984844207764_1.10152006149292_0.6979249119758606_1.1659142971038818_1.0833745002746582_1.1364154815673828_0.7479648590087891_0.6425461769104004_1.142117977142334_1.1004639863967896_1.1959081888198853_1.1176786422729492_1.090475082397461_1.0504964590072632_0.6966447830200195_1.0705935955047607_1.1051888465881348_1.0748999118804932_1.1012376546859741_1.0884984731674194_1.0563664436340332_0.7163017988204956_0.6993208527565002,22.956051468849182,22.956051468849182
